Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod,Mas Vnr Area,Exter Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Finish,Garage Cars,Garage Area,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
9802,Timber,5,5,2006,2007,0,TA,352,712,1442,0,2,3,1,TA,6,Typ,Fin,2,400,4,2008,WD ,Normal,172500
9735,Timber,5,5,2006,2007,0,TA,384,754,1394,0,2,3,1,Gd,7,Typ,Fin,2,400,5,2008,WD ,Normal,167500
12018,Timber,7,5,2008,2008,60,Gd,796,796,1612,0,2,3,1,Gd,6,Typ,Fin,3,666,10,2008,New,Partial,218689
12890,Timber,6,5,1989,1989,128,TA,1495,1495,1495,0,2,3,1,TA,8,Typ,Unf,2,438,7,2008,WD ,Normal,150000
12416,Timber,6,5,1986,1986,132,TA,1606,1651,1651,1,2,3,1,TA,7,Min2,Fin,2,616,11,2008,WD ,Normal,184000
18265,Timber,6,5,1986,1986,228,Gd,1256,1256,1256,0,2,3,1,Gd,6,Typ,Unf,2,578,3,2008,WD ,Normal,180000
10200,Timber,6,5,1988,1989,219,Gd,1461,1509,1509,1,2,3,1,Gd,5,Typ,RFn,2,600,8,2008,WD ,Abnorml,175000
11202,Timber,8,5,2003,2003,206,Gd,1432,1440,1440,1,2,3,1,Gd,7,Typ,Fin,2,467,6,2008,WD ,Normal,232500
7915,Timber,6,5,1999,2000,0,Gd,1666,1675,1675,1,2,3,1,Gd,6,Typ,RFn,2,435,12,2008,WD ,Normal,195000
12244,Timber,8,5,2003,2003,226,Gd,1482,1482,2262,1,2,4,1,Gd,10,Typ,Fin,3,749,8,2008,WD ,Normal,305000
11449,Timber,8,5,2007,2007,0,Gd,1884,1728,1728,1,2,3,1,Gd,7,Typ,Fin,2,520,1,2008,WD ,Normal,298751
11447,Timber,8,5,2005,2006,674,Gd,1964,1964,1964,1,2,3,1,Gd,7,Typ,Fin,3,892,6,2008,WD ,Normal,370000
8940,Mitchel,7,5,1997,1998,200,TA,1344,1344,1344,2,2,2,2,TA,8,Typ,Fin,4,784,11,2008,WD ,Alloca,209200
7060,Mitchel,7,5,1997,1998,200,TA,1344,1344,1344,2,2,2,2,TA,8,Typ,Fin,4,784,11,2008,WD ,Alloca,206300
9278,Mitchel,5,5,2007,2008,0,TA,1092,1092,1092,0,1,2,1,TA,5,Typ,NA,0,0,2,2008,WD ,Abnorml,146000
4500,Mitchel,6,5,1997,1997,197,TA,1189,1189,1189,1,2,2,1,TA,4,Typ,RFn,2,392,4,2008,WD ,Normal,160500
14137,Mitchel,4,5,1964,1964,98,TA,1200,1200,1200,1,1,3,1,TA,6,Typ,Fin,3,850,11,2008,ConLD,Normal,173000
4224,MeadowV,5,6,1975,1975,0,TA,1040,1040,1040,0,1,3,1,TA,6,Typ,Unf,2,499,6,2008,WD ,Normal,124000
2665,MeadowV,5,6,1976,1976,0,TA,264,616,1304,0,1,3,1,TA,4,Typ,Fin,1,336,6,2008,WD ,Normal,115000
2665,MeadowV,5,7,1976,1976,0,TA,550,925,1475,0,2,4,1,TA,6,Typ,Unf,1,336,5,2008,WD ,Normal,129500
1974,MeadowV,4,7,1973,2006,0,TA,526,526,988,1,1,2,1,TA,5,Typ,RFn,1,297,6,2008,WD ,Normal,105000
1596,MeadowV,4,6,1973,1973,0,TA,462,526,988,1,1,1,1,TA,4,Typ,RFn,1,297,7,2008,WD ,Normal,94900
17979,Mitchel,5,6,1968,1968,0,TA,1113,1160,1160,1,1,3,1,Gd,6,Typ,Unf,1,257,2,2008,WD ,Normal,152500
1477,MeadowV,6,9,1970,2007,0,TA,546,546,1092,0,2,3,1,TA,6,Typ,NA,0,0,3,2008,WD ,Normal,98000
1890,MeadowV,4,7,1972,1972,0,TA,630,630,630,1,1,1,1,TA,3,Typ,NA,0,0,6,2008,WD ,Normal,81000
21750,Mitchel,5,5,1954,1954,0,TA,988,988,988,0,1,2,1,TA,4,Typ,RFn,2,520,2,2008,WD ,Normal,113000
6490,Mitchel,5,7,1983,1983,0,TA,816,816,816,0,1,2,1,TA,4,Typ,Unf,1,264,4,2008,WD ,Normal,128500
6951,Mitchel,5,5,1984,1985,0,TA,876,923,923,1,1,3,1,TA,5,Typ,Unf,1,264,10,2008,WD ,Normal,119500
6600,Mitchel,5,9,1982,2008,0,Gd,816,816,816,0,1,3,1,Gd,5,Typ,Unf,1,264,10,2008,WD ,Normal,130500
6600,Mitchel,5,8,1982,2003,0,TA,816,816,816,1,1,2,1,TA,4,Typ,Fin,2,816,6,2008,WD ,Normal,138000
6600,Mitchel,5,6,1982,2005,0,TA,845,845,845,0,1,3,1,Gd,6,Typ,Unf,1,264,7,2008,WD ,Normal,134500
12508,Mitchel,6,7,1940,1985,0,TA,983,983,1750,1,2,4,1,TA,7,Mod,Unf,1,423,7,2008,WD ,Normal,160000
12395,Mitchel,5,6,1984,1984,0,TA,864,889,889,0,1,3,1,TA,6,Typ,Unf,2,484,4,2008,WD ,Normal,137500
11075,Mitchel,5,4,1969,1969,232,TA,784,1168,1968,0,2,4,1,TA,7,Min2,RFn,2,530,9,2008,WD ,Normal,172000
56600,IDOTRR,5,1,1900,1950,0,TA,686,1150,1836,0,2,4,1,TA,7,Maj1,Unf,1,288,1,2008,WD ,Normal,103000
10667,NAmes,6,6,1971,1971,302,TA,1587,1587,1587,0,2,3,1,TA,7,Typ,Unf,2,525,3,2007,WD ,Normal,167300
10628,NAmes,7,5,1970,1970,0,TA,1277,1277,1277,1,1,2,1,TA,5,Typ,Unf,2,526,4,2007,WD ,Normal,167000
13651,NAmes,7,6,1973,1973,1115,TA,2223,2223,2223,1,2,3,1,TA,8,Typ,Fin,2,516,2,2007,WD ,Normal,244000
15865,NAmes,8,6,1970,1970,0,Gd,2217,2217,2217,1,2,4,1,Gd,8,Typ,Unf,2,621,10,2007,WD ,Normal,268000
12394,Gilbert,7,5,2003,2003,0,Gd,847,847,1733,0,2,3,1,Gd,7,Typ,Fin,2,433,10,2007,WD ,Family,225000
10364,Gilbert,6,5,1995,1996,0,TA,806,806,1572,0,2,3,1,TA,7,Typ,Fin,2,373,5,2007,WD ,Normal,168000
13869,Gilbert,6,6,1997,1997,0,TA,794,794,1470,0,2,3,1,TA,6,Typ,Fin,2,388,7,2007,WD ,Normal,177000
8773,Gilbert,6,5,1997,1997,0,TA,916,916,1600,0,2,3,1,TA,7,Typ,Fin,2,460,8,2007,WD ,Normal,169000
8872,Gilbert,6,5,1997,1997,0,TA,384,754,1384,0,2,3,1,TA,7,Typ,Fin,2,390,3,2007,WD ,Normal,161500
5330,StoneBr,8,5,2000,2000,0,Gd,1494,1652,1652,1,2,2,1,Ex,6,Typ,RFn,2,499,8,2007,WD ,Normal,251000
10147,Gilbert,6,5,1994,1994,32,TA,392,924,1694,0,2,3,1,TA,7,Typ,Fin,2,398,3,2007,WD ,Normal,160000
8637,Gilbert,6,5,1999,2000,0,TA,923,947,1714,1,2,3,1,TA,7,Typ,Fin,2,451,4,2007,WD ,Abnorml,180000
7875,Gilbert,7,5,1996,1996,0,Gd,691,691,1553,0,2,3,1,Gd,6,Typ,Fin,2,420,8,2007,WD ,Normal,178750
7875,Gilbert,7,5,1995,1996,38,TA,1237,1253,1253,0,2,3,1,TA,6,Typ,Fin,2,402,6,2007,WD ,Normal,176000
7500,Gilbert,6,5,1999,2003,0,TA,938,957,2299,0,3,5,1,TA,7,Typ,Fin,2,482,8,2007,WD ,Normal,204000
9556,Gilbert,7,5,1992,1993,52,TA,1168,1187,1187,0,2,3,1,Gd,6,Typ,RFn,2,420,8,2007,WD ,Normal,160000
10784,Gilbert,7,5,1991,1992,76,Gd,384,802,1472,0,2,3,1,Gd,7,Typ,RFn,2,402,5,2007,WD ,Normal,160000
9125,Gilbert,7,5,1992,1992,170,TA,384,812,1482,0,2,3,1,Gd,7,Typ,Fin,2,392,7,2007,WD ,Normal,163900
7655,Gilbert,6,5,1993,1994,0,TA,903,910,1642,0,2,3,1,TA,7,Typ,RFn,2,392,7,2007,WD ,Normal,168000
18160,Gilbert,6,6,1964,1964,138,TA,1302,1128,1128,1,1,3,1,TA,6,Typ,Unf,2,480,3,2007,WD ,Alloca,154204
3696,StoneBr,8,5,1986,1986,0,Gd,1074,1088,1088,0,1,2,1,Gd,5,Typ,RFn,2,461,10,2007,WD ,Normal,170000
5062,StoneBr,7,5,1984,1984,0,Gd,1190,1190,2090,1,2,3,1,Gd,6,Min1,Fin,2,577,9,2007,WD ,Normal,207500
4740,StoneBr,8,5,1988,1988,0,Gd,1166,1179,1179,1,2,2,1,TA,5,Typ,RFn,2,480,10,2007,WD ,Normal,182000
5118,StoneBr,8,5,1990,1990,0,Gd,1312,1321,1321,1,1,1,1,Gd,4,Typ,RFn,2,484,8,2007,WD ,Normal,212000
14157,StoneBr,9,5,2005,2006,200,Gd,1922,1922,1922,1,2,3,1,Gd,8,Typ,Fin,3,676,7,2007,WD ,Normal,377426
12328,StoneBr,8,5,2005,2005,146,Gd,1149,1164,2541,1,3,4,1,Ex,10,Typ,Fin,3,729,7,2007,WD ,Normal,349265
51974,StoneBr,9,5,2006,2007,710,Ex,2660,2338,2338,1,2,4,1,Gd,8,Typ,Fin,3,1110,6,2007,New,Partial,591587
41600,Gilbert,5,5,1969,1990,0,TA,1100,1424,1424,1,1,3,1,TA,7,Mod,Unf,3,828,11,2007,WD ,Normal,155000
8035,StoneBr,9,5,2006,2006,165,Gd,1612,1612,1612,1,2,2,1,Ex,6,Typ,Fin,2,556,3,2007,WD ,Normal,319900
8089,StoneBr,8,6,2007,2007,0,Gd,1419,1419,1419,1,2,2,1,Gd,7,Typ,RFn,2,567,10,2007,New,Partial,392000
14082,StoneBr,8,5,2006,2006,945,Gd,2220,2234,2234,1,1,1,1,Gd,7,Typ,RFn,2,724,1,2007,WD ,Normal,441929
13870,StoneBr,10,5,2006,2007,250,Ex,1742,2042,2042,1,2,3,1,Ex,8,Typ,Fin,3,724,10,2007,New,Partial,455000
12546,NWAmes,6,7,1981,1981,310,Gd,1440,1440,1440,0,2,3,1,Gd,7,Typ,Fin,2,467,4,2007,WD ,Normal,182900
10960,NWAmes,6,5,1984,1984,0,TA,1284,1284,1284,1,2,3,1,TA,5,Typ,Unf,2,480,4,2007,COD,Abnorml,174000
12090,NWAmes,6,7,1984,2003,74,TA,585,1140,1868,0,3,3,1,TA,7,Typ,Fin,2,477,1,2007,WD ,Abnorml,178000
12090,NWAmes,7,7,1981,2003,306,Gd,725,725,1479,0,2,3,1,Gd,6,Typ,RFn,2,484,3,2007,WD ,Normal,176000
12299,NWAmes,7,6,1978,1985,67,TA,1529,1664,1664,1,2,3,1,Gd,7,Typ,Fin,2,663,9,2007,WD ,Normal,213000
11339,NWAmes,7,5,1979,1979,549,TA,780,1085,1930,1,2,4,1,Gd,9,Typ,Fin,2,481,3,2007,WD ,Normal,192000
11952,NWAmes,7,6,1977,1977,0,TA,808,1161,1969,0,2,3,1,TA,8,Typ,RFn,2,534,11,2007,WD ,Normal,190000
12046,NWAmes,6,6,1976,1976,298,TA,848,1118,2030,0,2,4,1,Gd,8,Typ,Fin,2,551,6,2007,WD ,Normal,195000
10395,NWAmes,6,6,1978,1978,233,TA,1032,1032,1032,0,2,3,1,TA,6,Typ,Unf,2,564,7,2007,WD ,Normal,148000
11850,NWAmes,6,6,1984,1984,98,TA,1153,1177,1177,0,2,3,1,Gd,6,Typ,Fin,2,495,8,2007,WD ,Normal,151500
11584,NWAmes,7,6,1979,1979,96,TA,539,1040,1725,0,2,3,1,TA,6,Typ,RFn,2,550,11,2007,WD ,Normal,197000
10400,NWAmes,6,5,1979,1999,253,TA,1259,1353,1353,1,2,2,1,TA,5,Typ,RFn,2,478,8,2007,WD ,Normal,192350
10793,NWAmes,5,5,1969,1969,263,TA,780,780,1620,0,2,4,1,TA,7,Min1,Fin,2,462,4,2007,WD ,Normal,152000
13001,NWAmes,6,5,1971,1971,176,TA,1625,1220,1220,0,2,2,1,TA,6,Typ,Unf,2,944,9,2007,WD ,Normal,170000
12243,NWAmes,5,6,1971,1971,0,TA,1484,1484,1484,0,2,3,1,TA,7,Typ,Unf,2,487,2,2007,WD ,Normal,175000
11700,NWAmes,6,6,1968,1968,365,Gd,702,1041,1743,0,1,3,1,TA,7,Typ,Unf,2,539,6,2007,WD ,Normal,175000
12384,NWAmes,7,7,1976,1976,233,TA,793,1142,1935,0,2,3,1,TA,7,Typ,RFn,2,550,11,2007,WD ,Normal,197900
8991,NWAmes,7,6,1976,1976,130,TA,1228,1324,1324,0,2,3,1,Gd,5,Typ,Fin,2,585,2,2007,WD ,Normal,174000
8000,NWAmes,6,6,1974,1974,0,TA,1084,1084,1877,1,2,4,1,TA,8,Typ,Unf,2,488,11,2007,WD ,Normal,178900
10500,NAmes,5,7,1971,2005,82,TA,372,576,1109,0,1,3,1,TA,5,Typ,Unf,1,288,12,2007,WD ,Normal,139000
10530,NAmes,6,5,1971,1971,0,TA,981,981,981,1,1,3,1,TA,5,Typ,Unf,2,576,3,2007,WD ,Normal,143250
7472,NAmes,7,9,1972,2004,138,TA,725,725,1479,1,1,4,1,Gd,7,Typ,Fin,2,484,6,2007,WD ,Normal,184000
9457,NAmes,5,6,1970,1990,0,TA,925,1422,1422,1,1,3,1,TA,7,Min2,Unf,2,576,9,2007,WD ,Normal,155000
7920,NAmes,5,5,1970,2002,32,TA,914,914,914,0,1,3,1,Ex,5,Typ,RFn,1,368,10,2007,WD ,Normal,133000
9758,NAmes,5,5,1971,1971,0,TA,950,950,950,0,1,3,1,TA,5,Typ,Unf,1,280,7,2007,WD ,Normal,119500
8294,NAmes,4,5,1971,1971,0,TA,858,872,872,0,1,3,1,TA,5,Typ,Unf,4,480,6,2007,WD ,Normal,123000
7340,NAmes,4,6,1971,1971,0,TA,858,858,858,0,1,2,1,TA,4,Typ,Unf,1,684,6,2007,WD ,Normal,110000
17199,NAmes,4,7,1961,1961,0,TA,914,914,914,0,1,2,1,TA,4,Typ,Unf,1,270,7,2007,WD ,Normal,128000
9000,NAmes,4,6,1971,1971,0,TA,864,864,864,0,1,3,1,TA,5,Typ,Unf,2,528,5,2007,WD ,Normal,120500
4058,NAmes,7,5,1998,1998,182,TA,723,767,767,1,1,1,1,TA,4,Typ,Fin,1,367,6,2007,WD ,Normal,133000
4113,NAmes,6,5,2001,2001,0,Gd,1337,1337,1337,0,2,2,1,Gd,5,Typ,Fin,2,511,7,2007,WD ,Normal,155000
10943,NAmes,6,5,1997,1998,0,Gd,1405,1337,1337,1,2,2,1,Gd,5,Typ,Fin,2,522,10,2007,WD ,Normal,177000
2205,BrDale,6,6,1973,1973,567,TA,525,525,1092,0,1,3,1,TA,6,Typ,Unf,1,264,2,2007,WD ,Normal,113500
1890,BrDale,6,5,1973,1973,285,TA,672,672,1218,0,1,3,1,TA,7,Typ,Unf,1,264,5,2007,WD ,Normal,113000
2058,BrDale,6,5,1973,1973,265,TA,672,672,1218,0,1,4,1,Ex,7,Typ,Unf,1,264,12,2007,WD ,Normal,113700
2016,BrDale,5,5,1970,1970,304,TA,630,630,1302,0,2,3,1,TA,6,Typ,Unf,2,440,4,2007,WD ,Normal,106000
1920,BrDale,5,5,1971,1971,376,TA,765,765,1365,1,1,2,1,TA,6,Min1,Unf,2,440,8,2007,WD ,Normal,122500
4928,NPkVill,6,5,1976,1976,0,TA,1078,958,958,0,2,2,1,TA,5,Typ,RFn,2,440,2,2007,WD ,Normal,128000
2308,NPkVill,6,6,1976,1976,0,TA,804,804,1548,1,2,3,1,Gd,7,Typ,Unf,2,440,7,2007,WD ,Normal,155000
2304,NPkVill,7,7,1978,1978,0,TA,1061,1055,1055,0,2,2,1,TA,4,Typ,Unf,1,319,4,2007,WD ,Normal,142500
7150,NAmes,5,6,1966,1966,52,TA,988,988,988,1,1,3,1,TA,5,Typ,Unf,1,360,11,2007,WD ,Normal,129250
12469,NridgHt,9,5,2006,2007,378,Ex,1790,1816,1816,1,2,3,1,Ex,7,Typ,Fin,3,730,8,2007,New,Partial,356000
11694,NridgHt,9,5,2007,2007,452,Ex,1822,1828,1828,0,2,3,1,Gd,9,Typ,Unf,3,774,7,2007,New,Partial,314813
12030,NridgHt,8,5,2007,2007,254,Ex,1694,1694,1694,0,2,3,1,Gd,7,Typ,Fin,3,818,12,2007,New,Partial,318000
11825,NridgHt,8,5,2006,2007,302,Gd,1694,1694,1694,0,2,3,1,Gd,7,Typ,RFn,3,856,6,2007,New,Partial,322400
12085,NridgHt,8,5,2007,2007,328,Gd,1734,1734,1734,1,2,3,1,Ex,7,Typ,RFn,3,928,11,2007,New,Partial,318000
14333,NridgHt,8,5,2007,2007,0,Gd,2108,2122,2122,1,2,2,1,Gd,7,Typ,Fin,3,938,11,2007,New,Partial,345474
14450,NridgHt,9,5,2006,2007,315,Ex,2121,2121,2121,0,2,3,1,Ex,8,Typ,Fin,3,732,5,2007,New,Partial,415298
13641,NridgHt,9,5,2007,2007,456,Ex,1934,1943,2656,1,2,3,1,Ex,8,Typ,RFn,3,1040,12,2007,New,Partial,492000
13440,NridgHt,8,5,2006,2007,190,Gd,1108,1148,2550,0,2,4,1,Ex,11,Typ,Fin,3,670,3,2007,New,Partial,338931
15431,NridgHt,10,5,2005,2006,400,Ex,1994,2046,2046,1,2,2,1,Ex,7,Typ,Fin,3,878,8,2007,WD ,Normal,450000
14154,NridgHt,7,5,2006,2006,350,Gd,1063,1071,2172,0,2,3,1,Gd,9,Typ,RFn,3,947,8,2007,New,Partial,280000
13891,NridgHt,9,5,2007,2007,456,Ex,2552,2552,2552,1,2,3,1,Ex,8,Typ,Fin,3,932,10,2007,New,Partial,479069
14226,NridgHt,8,5,2006,2006,375,Gd,1935,1973,1973,0,2,3,1,Gd,9,Typ,Fin,3,895,7,2007,New,Partial,395000
13693,NridgHt,9,5,2006,2006,772,Ex,2153,2069,2643,0,2,3,1,Ex,9,Typ,Fin,3,694,3,2007,WD ,Normal,380000
11428,NridgHt,8,5,2006,2006,248,Gd,1626,1634,1634,0,2,3,1,Gd,7,Typ,RFn,3,866,5,2007,WD ,Normal,250000
14977,NridgHt,8,5,2006,2007,304,Gd,1976,1976,1976,1,2,2,1,Gd,7,Typ,RFn,3,908,7,2007,New,Partial,440000
13654,NridgHt,9,5,2005,2006,365,Gd,1704,1722,2758,0,2,4,1,Ex,9,Typ,Fin,3,814,5,2007,WD ,Normal,418000
17169,NridgHt,10,5,2007,2007,970,Ex,2320,2290,2290,2,2,2,1,Ex,7,Typ,Fin,3,1174,8,2007,New,Partial,500067
16659,NridgHt,8,5,2007,2008,0,Gd,1582,1582,2152,0,2,3,1,Gd,7,Typ,Unf,2,728,6,2007,New,Partial,260116
9591,NridgHt,8,5,2004,2005,344,Gd,1143,1143,2473,0,2,4,1,Gd,9,Typ,RFn,3,852,10,2007,WD ,Normal,317000
9709,NridgHt,8,5,2007,2007,120,Ex,918,958,2100,1,2,3,1,Ex,8,Typ,Fin,3,786,9,2007,New,Partial,319500
10562,NridgHt,8,5,2007,2007,300,Gd,1582,1610,2161,1,1,3,1,Ex,8,Typ,Fin,3,789,11,2007,New,Partial,325624
13615,NridgHt,9,5,2006,2006,510,Ex,1802,1802,1802,0,2,3,1,Ex,7,Typ,Fin,3,843,6,2007,WD ,Normal,372000
13069,NridgHt,8,5,2004,2004,502,Gd,1706,1718,2956,0,2,5,1,Ex,11,Typ,RFn,3,916,8,2007,WD ,Normal,342000
12099,NridgHt,8,5,2004,2004,388,Gd,1136,1136,2468,1,2,4,1,Gd,10,Typ,Fin,3,872,6,2007,WD ,Normal,354000
14277,NridgHt,8,5,2003,2003,280,Gd,1317,1217,2385,1,2,3,1,Gd,7,Typ,Fin,3,818,1,2007,WD ,Normal,350000
11999,NridgHt,8,5,2003,2004,340,Gd,1181,1234,2374,0,2,4,1,Ex,10,Typ,Fin,3,656,5,2007,WD ,Normal,285000
12568,NridgHt,8,5,2007,2007,246,Gd,895,895,1818,1,2,3,1,Ex,8,Typ,Fin,3,774,8,2007,New,Partial,281500
9926,NridgHt,7,5,2005,2006,210,Gd,1614,1614,1614,1,2,3,1,Gd,7,Typ,RFn,3,878,5,2007,WD ,Normal,245700
9254,NridgHt,8,5,2005,2005,210,Gd,1721,1721,1721,1,2,3,1,Gd,7,Typ,RFn,2,554,1,2007,WD ,Normal,232698
10732,NridgHt,8,5,2006,2007,0,Gd,1298,1298,1828,0,2,3,1,Gd,7,Typ,RFn,3,876,2,2007,New,Partial,250000
7577,NridgHt,6,5,2005,2006,256,Gd,1362,1362,1362,0,2,2,1,Gd,6,Typ,RFn,2,460,6,2007,WD ,Normal,194700
3901,NridgHt,6,5,2005,2006,182,Gd,1302,1302,1302,1,1,1,1,Gd,5,Typ,RFn,2,631,8,2007,New,Partial,204000
3903,NridgHt,6,5,2005,2006,182,Gd,1302,1302,1302,1,1,1,1,Gd,5,Typ,RFn,2,631,5,2007,WD ,Normal,200000
6289,NridgHt,6,5,2005,2006,256,Gd,1362,1362,1362,1,2,2,1,Gd,6,Typ,RFn,2,460,6,2007,WD ,Normal,207000
4590,NridgHt,8,5,2006,2006,108,Gd,1554,1554,1554,0,2,2,1,Gd,6,Typ,RFn,2,627,8,2007,WD ,Normal,209500
4590,NridgHt,8,5,2006,2006,108,Gd,1554,1554,1554,0,2,2,1,Gd,6,Typ,RFn,2,627,5,2007,CWD,Normal,209500
6442,NridgHt,8,5,2006,2006,178,Gd,1370,1370,1370,0,2,2,1,Gd,6,Typ,RFn,2,484,10,2007,WD ,Normal,202500
7841,NridgHt,9,5,2005,2005,394,Ex,1577,1577,1577,1,2,2,1,Ex,6,Typ,RFn,2,564,5,2007,WD ,Normal,280000
7313,NridgHt,9,5,2005,2005,246,Ex,1561,1561,1561,1,2,2,1,Ex,6,Typ,Fin,2,556,8,2007,WD ,Normal,277500
7820,NridgHt,9,5,2007,2007,362,Ex,1869,1869,1869,0,2,2,1,Ex,6,Typ,RFn,2,617,12,2007,New,Partial,318061
6240,NridgHt,8,5,2006,2006,176,Gd,1324,1324,1324,0,2,2,1,Gd,6,Typ,Fin,2,550,9,2007,New,Partial,221370
3242,NridgHt,7,5,2003,2003,235,Gd,1405,1405,1405,1,2,2,1,Gd,6,Typ,RFn,2,478,3,2007,WD ,Normal,200000
15810,Gilbert,6,5,2007,2007,,Gd,768,768,1496,0,3,3,1,Gd,7,Typ,Unf,2,572,5,2007,New,Partial,181755
10237,Gilbert,6,5,2005,2006,0,Gd,768,768,1536,0,2,3,1,Gd,6,Typ,Fin,2,400,6,2007,WD ,Normal,176000
10237,Gilbert,6,5,2005,2007,0,Gd,783,783,1484,0,2,3,1,Gd,8,Typ,Fin,2,393,7,2007,New,Partial,178900
13204,Gilbert,7,5,2006,2007,44,TA,608,608,1458,0,2,3,1,Gd,6,Typ,Fin,2,454,5,2007,New,Partial,168165
8857,Gilbert,6,5,2006,2006,0,Gd,738,738,1495,0,2,3,1,Gd,7,Typ,RFn,2,440,3,2007,New,Partial,171925
9729,Gilbert,6,5,2006,2007,0,Gd,698,698,1746,1,2,3,1,Gd,6,Typ,Unf,3,350,6,2007,New,Partial,198444
12216,Gilbert,6,5,2005,2005,0,TA,1326,1326,1326,1,2,3,1,Gd,6,Typ,Fin,2,388,6,2007,WD ,Normal,203000
9018,Gilbert,7,5,2007,2007,0,Gd,728,728,1456,0,2,3,1,Gd,8,Typ,Fin,2,400,7,2007,New,Partial,179540
8993,Gilbert,7,5,2007,2007,0,Gd,1302,1302,1302,0,2,3,1,Gd,6,Typ,Fin,2,436,8,2007,New,Partial,176485
8899,Gilbert,7,5,2007,2007,0,Gd,1340,1340,1340,0,2,3,1,Gd,6,Typ,Fin,2,396,8,2007,New,Partial,181134
8499,Gilbert,6,5,2006,2007,0,TA,616,616,1412,0,2,3,1,Gd,6,Typ,Fin,2,432,3,2007,New,Partial,156932
8229,Gilbert,6,5,2007,2007,22,Gd,752,752,1504,0,2,3,1,Gd,6,Typ,Fin,2,440,12,2007,New,Partial,166000
7713,Gilbert,7,5,2007,2007,16,Gd,728,728,1456,0,2,3,1,Gd,7,Typ,Fin,2,400,7,2007,New,Partial,177594
7697,Gilbert,7,6,2007,2007,0,Gd,1246,1258,1258,0,2,3,1,Gd,6,Typ,RFn,2,462,8,2007,New,Partial,173500
3922,Blmngtn,7,5,2006,2007,72,Gd,1258,1258,1258,0,2,2,1,Gd,6,Typ,Fin,3,648,6,2007,New,Partial,172500
3922,Blmngtn,7,5,2006,2007,72,Gd,1258,1402,1402,0,0,2,1,Gd,7,Typ,Fin,3,648,2,2007,New,Partial,194201
3621,Blmngtn,8,5,2003,2003,72,Gd,1406,1589,1589,1,2,2,1,Gd,7,Typ,Fin,3,630,11,2007,WD ,Normal,226500
3710,Blmngtn,7,5,2007,2007,16,Gd,1266,1266,1266,0,2,2,1,Gd,6,Typ,Fin,2,388,8,2007,New,Partial,185485
14572,Gilbert,7,5,2004,2004,0,Gd,1530,1530,1530,1,2,3,1,Gd,7,Typ,Fin,3,630,11,2007,WD ,Family,259000
16219,Gilbert,7,5,2004,2005,0,Gd,835,1119,1119,1,2,2,1,Gd,5,Typ,Fin,2,437,4,2007,WD ,Normal,188500
11084,Gilbert,7,5,2004,2004,0,Gd,384,744,1374,1,2,3,1,Gd,8,Typ,Fin,2,400,6,2007,WD ,Family,175000
11796,Gilbert,7,5,2004,2005,0,Gd,847,847,1959,0,2,4,1,Gd,8,Typ,Fin,2,434,7,2007,WD ,Normal,215000
10936,Gilbert,7,5,2006,2006,0,Gd,1510,1525,1525,0,2,3,1,Gd,6,Typ,RFn,2,534,4,2007,New,Partial,206580
8244,Gilbert,7,5,2004,2004,0,Gd,840,840,1720,0,2,3,1,Gd,7,Typ,Fin,2,440,5,2007,WD ,Normal,183500
11950,Gilbert,7,5,2003,2003,,Gd,384,754,1394,0,2,3,1,Gd,7,Typ,Fin,2,400,10,2007,WD ,Normal,165500
7875,Gilbert,7,5,2003,2003,16,Gd,847,847,1948,0,2,4,1,Gd,8,Typ,Fin,2,434,7,2007,WD ,Normal,211000
8063,Gilbert,6,5,2000,2000,0,TA,924,948,1690,0,2,3,1,TA,7,Typ,RFn,2,463,11,2007,WD ,Abnorml,181000
8740,Gilbert,7,5,2002,2002,0,Gd,854,864,1995,0,2,4,1,Gd,8,Typ,Fin,2,435,7,2007,WD ,Normal,219500
7917,Gilbert,6,5,1999,2000,0,TA,953,953,1647,0,2,3,1,TA,7,Typ,RFn,2,460,8,2007,WD ,Normal,175000
9967,Gilbert,7,5,2000,2000,0,TA,384,774,1430,0,2,3,1,TA,8,Typ,RFn,2,400,12,2007,WD ,Normal,170000
7750,Gilbert,7,5,2003,2003,0,Gd,660,660,1320,0,2,3,1,Gd,6,Typ,Fin,2,400,8,2007,WD ,Normal,162000
9487,Gilbert,6,5,2000,2000,0,TA,915,940,1690,1,2,3,1,TA,7,Typ,RFn,2,442,6,2007,WD ,Normal,187000
9649,Gilbert,6,5,1999,2000,0,TA,941,961,1644,0,2,3,1,TA,7,Typ,RFn,2,460,5,2007,WD ,Normal,185000
15623,NoRidge,10,5,1996,1996,0,Gd,2396,2411,4476,1,3,4,1,Ex,10,Typ,Fin,3,813,7,2007,WD ,Abnorml,745000
12191,NoRidge,8,5,1997,1998,515,Gd,1779,1779,2551,1,2,4,1,Gd,8,Typ,Fin,3,925,6,2007,WD ,Normal,384500
11000,NoRidge,8,5,2000,2000,72,Gd,969,997,2285,0,2,4,1,Gd,8,Typ,Fin,3,648,6,2007,WD ,Normal,248000
